scenario_id,scenario,error
1233,"{'altitude': 28338.91524266658, 'time_at_altitude': 24.782478332609806, 'prebreathing_time': 40.65762605064022, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1234,"{'altitude': 25238.49810332342, 'time_at_altitude': 100.94613033946797, 'prebreathing_time': 234.24354507496713, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1235,"{'altitude': 28417.938879319998, 'time_at_altitude': 21.401963985540696, 'prebreathing_time': 108.3698235300301, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1236,"{'altitude': 29567.68610462037, 'time_at_altitude': 170.5815098100407, 'prebreathing_time': 216.7235314704783, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1237,"{'altitude': 25384.40555129495, 'time_at_altitude': 32.3828419587998, 'prebreathing_time': 67.98915499045196, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1238,"{'altitude': 30150.061945588735, 'time_at_altitude': 153.6506572861951, 'prebreathing_time': 138.11706513797722, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1239,"{'altitude': 28000.811329042383, 'time_at_altitude': 116.22382522551906, 'prebreathing_time': 151.0418066271148, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1240,"{'altitude': 30612.507108568276, 'time_at_altitude': 33.63767545212755, 'prebreathing_time': 94.1906141808741, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1241,"{'altitude': 27481.944866857953, 'time_at_altitude': 253.11727091230375, 'prebreathing_time': 225.0681588818646, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1242,"{'altitude': 25841.130342086824, 'time_at_altitude': 201.83164056351103, 'prebreathing_time': 143.71355614055508, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1243,"{'altitude': 30781.263667451236, 'time_at_altitude': 318.48126525476914, 'prebreathing_time': 96.37909414462057, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1244,"{'altitude': 31557.362159396922, 'time_at_altitude': 276.3385419104595, 'prebreathing_time': 146.23632776323774, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1245,"{'altitude': 27245.309983507625, 'time_at_altitude': 153.6789051046987, 'prebreathing_time': 37.277556480810446, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1246,"{'altitude': 27095.142362603743, 'time_at_altitude': 57.358251882240594, 'prebreathing_time': 111.45433983312827, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1247,"{'altitude': 29906.53821217133, 'time_at_altitude': 305.68753825635986, 'prebreathing_time': 74.29358962278502, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1248,"{'altitude': 31243.197055475342, 'time_at_altitude': 162.35437138091186, 'prebreathing_time': 59.62496856252476, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1249,"{'altitude': 26358.675208823908, 'time_at_altitude': 24.199201293190963, 'prebreathing_time': 48.922840297221356, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1250,"{'altitude': 28518.699224650052, 'time_at_altitude': 94.99200847751449, 'prebreathing_time': 181.41203266172855, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1251,"{'altitude': 27721.518536630072, 'time_at_altitude': 291.2866862832471, 'prebreathing_time': 188.6472138623651, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1252,"{'altitude': 29409.2302905749, 'time_at_altitude': 40.46675441247478, 'prebreathing_time': 199.2126272805669, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1253,"{'altitude': 25550.312696483557, 'time_at_altitude': 119.33524240465513, 'prebreathing_time': 9.167945696201212, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1254,"{'altitude': 25771.60892601705, 'time_at_altitude': 321.4877245493646, 'prebreathing_time': 158.10246170340068, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1255,"{'altitude': 26146.066315285174, 'time_at_altitude': 191.14728801879292, 'prebreathing_time': 139.9623689613607, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1256,"{'altitude': 28771.18383517902, 'time_at_altitude': 196.82080873796065, 'prebreathing_time': 69.46687463664885, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1257,"{'altitude': 25747.781710672327, 'time_at_altitude': 81.6451056880402, 'prebreathing_time': 133.65323059170242, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1258,"{'altitude': 30344.458060935933, 'time_at_altitude': 64.44411900443683, 'prebreathing_time': 109.30086878641606, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1259,"{'altitude': 27461.371867983966, 'time_at_altitude': 7.467686295085745, 'prebreathing_time': 131.08461553539118, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1260,"{'altitude': 29498.93149857722, 'time_at_altitude': 239.3092138522114, 'prebreathing_time': 153.1730253259547, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1261,"{'altitude': 26108.0734647217, 'time_at_altitude': 29.19240206253786, 'prebreathing_time': 116.81792142522507, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1262,"{'altitude': 28363.48493918139, 'time_at_altitude': 36.97608859889597, 'prebreathing_time': 175.45190198701843, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1263,"{'altitude': 26525.88690826248, 'time_at_altitude': 174.2723963938023, 'prebreathing_time': 105.67502918311283, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1264,"{'altitude': 28854.162601340042, 'time_at_altitude': 185.53146971798415, 'prebreathing_time': 101.89718497454626, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1265,"{'altitude': 31529.66079812675, 'time_at_altitude': 171.3721278524375, 'prebreathing_time': 34.277731926848425, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1266,"{'altitude': 27505.26156412679, 'time_at_altitude': 125.01621777431214, 'prebreathing_time': 102.4990972569299, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1267,"{'altitude': 31309.648058412356, 'time_at_altitude': 234.27492226404252, 'prebreathing_time': 52.05300366261102, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
