scenario_id,scenario,error
1511,"{'altitude': 33571.36696873206, 'time_at_altitude': 164.3429122216219, 'prebreathing_time': 36.22239106426443, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1512,"{'altitude': 33008.22140218752, 'time_at_altitude': 162.70163101046, 'prebreathing_time': 172.39378604813163, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1513,"{'altitude': 36319.22585947128, 'time_at_altitude': 50.14400900572779, 'prebreathing_time': 211.2333917924483, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1514,"{'altitude': 38663.271696796284, 'time_at_altitude': 56.41939304309936, 'prebreathing_time': 182.17941801910072, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1515,"{'altitude': 38493.31636238824, 'time_at_altitude': 67.28549252849155, 'prebreathing_time': 34.603296805531215, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1516,"{'altitude': 38893.90762366794, 'time_at_altitude': 180.13896996569667, 'prebreathing_time': 209.80678413441393, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1517,"{'altitude': 37916.49289351826, 'time_at_altitude': 179.23768103144025, 'prebreathing_time': 154.89719542812242, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1518,"{'altitude': 38973.742181299924, 'time_at_altitude': 112.17916483776595, 'prebreathing_time': 145.50863256018843, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1519,"{'altitude': 34700.79454520322, 'time_at_altitude': 238.78699042052142, 'prebreathing_time': 174.37797472368158, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1520,"{'altitude': 38876.149513495315, 'time_at_altitude': 147.0954808414742, 'prebreathing_time': 195.7571392884874, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1521,"{'altitude': 33118.50002001944, 'time_at_altitude': 272.62474227842165, 'prebreathing_time': 113.32009235364099, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1522,"{'altitude': 34895.22934374229, 'time_at_altitude': 24.81015356470781, 'prebreathing_time': 5.679273193735721, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1523,"{'altitude': 33044.83961250809, 'time_at_altitude': 200.59429796229588, 'prebreathing_time': 66.33913741183272, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1524,"{'altitude': 37931.67325465664, 'time_at_altitude': 25.33152019431525, 'prebreathing_time': 60.07968388902103, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1525,"{'altitude': 38483.970619556305, 'time_at_altitude': 116.45955329108224, 'prebreathing_time': 118.88360417871746, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1526,"{'altitude': 32832.97164841615, 'time_at_altitude': 281.4689190746253, 'prebreathing_time': 155.0690526612517, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1527,"{'altitude': 33210.57917646248, 'time_at_altitude': 348.04207478859195, 'prebreathing_time': 53.25748209841383, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1528,"{'altitude': 32689.526151261794, 'time_at_altitude': 276.5328112463165, 'prebreathing_time': 54.479444156514994, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1529,"{'altitude': 39961.91087233416, 'time_at_altitude': 166.02684944206288, 'prebreathing_time': 162.55949673316, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1530,"{'altitude': 35470.97462820696, 'time_at_altitude': 314.1198002607185, 'prebreathing_time': 82.17354798207424, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1531,"{'altitude': 38242.637101981134, 'time_at_altitude': 219.22688367055818, 'prebreathing_time': 117.03914612367173, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1532,"{'altitude': 38715.77924736783, 'time_at_altitude': 91.35491188903394, 'prebreathing_time': 132.0458970706389, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1533,"{'altitude': 34871.82320555323, 'time_at_altitude': 311.1970568148533, 'prebreathing_time': 230.81439809705176, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1534,"{'altitude': 36459.51915634674, 'time_at_altitude': 189.68151500001142, 'prebreathing_time': 167.73389560982426, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1535,"{'altitude': 37562.230524154686, 'time_at_altitude': 30.86295822991319, 'prebreathing_time': 21.053416173508623, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1536,"{'altitude': 34770.60582664025, 'time_at_altitude': 2.952246287819697, 'prebreathing_time': 115.49756252325224, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1537,"{'altitude': 36552.710306567045, 'time_at_altitude': 357.60909627989815, 'prebreathing_time': 46.730148945009454, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1538,"{'altitude': 35787.579753245234, 'time_at_altitude': 354.5054927779247, 'prebreathing_time': 137.31570831891378, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1539,"{'altitude': 33066.09634062958, 'time_at_altitude': 95.6574699557874, 'prebreathing_time': 22.49898917686454, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1540,"{'altitude': 38371.301475417116, 'time_at_altitude': 267.37273557311875, 'prebreathing_time': 163.3304287573505, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1541,"{'altitude': 37228.458309297035, 'time_at_altitude': 135.88830665015664, 'prebreathing_time': 174.1802053251858, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1542,"{'altitude': 32880.62400271875, 'time_at_altitude': 282.26822983965263, 'prebreathing_time': 65.65559007942086, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1543,"{'altitude': 32511.16442607871, 'time_at_altitude': 190.62458316050981, 'prebreathing_time': 194.64129019511722, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1544,"{'altitude': 34350.793104076016, 'time_at_altitude': 168.07796466496535, 'prebreathing_time': 224.49507699478417, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1545,"{'altitude': 35233.42600068259, 'time_at_altitude': 315.862981320194, 'prebreathing_time': 209.79216337411637, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1546,"{'altitude': 36041.3845337356, 'time_at_altitude': 68.54766148770095, 'prebreathing_time': 179.9474649155236, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1547,"{'altitude': 39701.71432171151, 'time_at_altitude': 302.7591117318536, 'prebreathing_time': 47.82727828597879, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1548,"{'altitude': 36579.858697206546, 'time_at_altitude': 253.0640771940536, 'prebreathing_time': 38.53073341539098, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1549,"{'altitude': 33547.05697115959, 'time_at_altitude': 26.708607291867214, 'prebreathing_time': 8.732667173991704, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1550,"{'altitude': 32500.500462845364, 'time_at_altitude': 47.32640831697772, 'prebreathing_time': 44.378562656153164, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1551,"{'altitude': 35777.69047607233, 'time_at_altitude': 17.37980036339109, 'prebreathing_time': 175.35932147120457, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1552,"{'altitude': 35521.65253036069, 'time_at_altitude': 208.76945429399623, 'prebreathing_time': 120.86757443058993, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1553,"{'altitude': 32871.303738817915, 'time_at_altitude': 221.7351885915232, 'prebreathing_time': 43.71522509874162, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1554,"{'altitude': 32534.05156321115, 'time_at_altitude': 83.76761250400251, 'prebreathing_time': 238.21553082956922, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1555,"{'altitude': 38371.37875969227, 'time_at_altitude': 60.5750371834497, 'prebreathing_time': 117.26674848262273, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1556,"{'altitude': 38076.42115865474, 'time_at_altitude': 306.6215191359511, 'prebreathing_time': 129.72637402902018, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1557,"{'altitude': 36414.335622498365, 'time_at_altitude': 174.87846570719213, 'prebreathing_time': 140.31549906670173, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1558,"{'altitude': 36968.54686069986, 'time_at_altitude': 12.13611993450882, 'prebreathing_time': 133.637178662076, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1559,"{'altitude': 34694.999639410045, 'time_at_altitude': 178.38953610041045, 'prebreathing_time': 51.26198034058294, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1560,"{'altitude': 35524.28528018832, 'time_at_altitude': 79.3420378725309, 'prebreathing_time': 98.87482675565028, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1561,"{'altitude': 33736.474469598164, 'time_at_altitude': 110.8902221264155, 'prebreathing_time': 209.57206170870646, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1562,"{'altitude': 33900.060498754785, 'time_at_altitude': 149.3888190861143, 'prebreathing_time': 154.98783551503618, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1563,"{'altitude': 39763.979435759466, 'time_at_altitude': 332.1655916425206, 'prebreathing_time': 167.6881451024535, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1564,"{'altitude': 34401.1855431289, 'time_at_altitude': 18.528279469713357, 'prebreathing_time': 125.49204157068287, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1565,"{'altitude': 36266.77844659763, 'time_at_altitude': 66.02218087049945, 'prebreathing_time': 148.32477187627907, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1566,"{'altitude': 38126.69935607521, 'time_at_altitude': 227.5073308736668, 'prebreathing_time': 72.3186587459418, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1567,"{'altitude': 35363.50602002656, 'time_at_altitude': 66.61229343494925, 'prebreathing_time': 75.4465946923016, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1568,"{'altitude': 35722.43995973676, 'time_at_altitude': 112.76798549810523, 'prebreathing_time': 130.98804733243617, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1569,"{'altitude': 38206.71290056472, 'time_at_altitude': 37.31404232430183, 'prebreathing_time': 54.66590587775849, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1570,"{'altitude': 36960.393623394804, 'time_at_altitude': 344.1857209062485, 'prebreathing_time': 20.061591564968275, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1571,"{'altitude': 39420.096129825724, 'time_at_altitude': 344.6122777327541, 'prebreathing_time': 228.82216369454957, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1572,"{'altitude': 37066.34301573546, 'time_at_altitude': 11.095258062041824, 'prebreathing_time': 105.89996518474463, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1573,"{'altitude': 34751.33547306931, 'time_at_altitude': 203.9810374953187, 'prebreathing_time': 192.96542097342603, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1574,"{'altitude': 35493.88981170315, 'time_at_altitude': 315.62346522701284, 'prebreathing_time': 84.56612069433432, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1575,"{'altitude': 39662.823236037264, 'time_at_altitude': 126.37700447415081, 'prebreathing_time': 15.816674654239185, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1576,"{'altitude': 38329.61059143141, 'time_at_altitude': 295.7510086810175, 'prebreathing_time': 5.555915754770835, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1577,"{'altitude': 35786.486185738606, 'time_at_altitude': 162.08757212076014, 'prebreathing_time': 49.10727046404406, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1578,"{'altitude': 37221.73514640853, 'time_at_altitude': 42.93466070122281, 'prebreathing_time': 171.45615889016656, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1579,"{'altitude': 35665.59611333654, 'time_at_altitude': 128.19829507512142, 'prebreathing_time': 149.19914166054818, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1580,"{'altitude': 33454.92633929099, 'time_at_altitude': 177.79449873496753, 'prebreathing_time': 142.36504208514327, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1581,"{'altitude': 37190.18069019837, 'time_at_altitude': 133.91684980506525, 'prebreathing_time': 164.72681051349164, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1582,"{'altitude': 38390.38217063481, 'time_at_altitude': 130.0642878897208, 'prebreathing_time': 176.71975152620487, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1583,"{'altitude': 33407.71986082382, 'time_at_altitude': 209.42485853779013, 'prebreathing_time': 129.59277642644346, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1584,"{'altitude': 33521.50766549127, 'time_at_altitude': 338.72430038987824, 'prebreathing_time': 65.8320745335938, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1585,"{'altitude': 36613.7543611376, 'time_at_altitude': 91.44504928699645, 'prebreathing_time': 193.96710582971946, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1586,"{'altitude': 35880.79313522161, 'time_at_altitude': 316.5454222913861, 'prebreathing_time': 129.86088610200503, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1587,"{'altitude': 33353.39055612192, 'time_at_altitude': 328.5097816826467, 'prebreathing_time': 75.300864927222, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1588,"{'altitude': 33534.238739851746, 'time_at_altitude': 58.651031524029044, 'prebreathing_time': 161.6146396216562, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1589,"{'altitude': 34772.70014270044, 'time_at_altitude': 164.45979471511544, 'prebreathing_time': 229.912298925455, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1590,"{'altitude': 37159.797489961886, 'time_at_altitude': 12.746077638350465, 'prebreathing_time': 231.7518869453559, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1591,"{'altitude': 36826.895500086124, 'time_at_altitude': 141.53540754532978, 'prebreathing_time': 137.5801255024893, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1592,"{'altitude': 36726.92119606428, 'time_at_altitude': 135.29082347440405, 'prebreathing_time': 88.49596614538223, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1593,"{'altitude': 33622.54615660028, 'time_at_altitude': 125.70408530491696, 'prebreathing_time': 213.26186279112235, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1594,"{'altitude': 38582.88753063904, 'time_at_altitude': 183.79450150414607, 'prebreathing_time': 49.750869809909986, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1595,"{'altitude': 33183.38075231035, 'time_at_altitude': 18.89584045929791, 'prebreathing_time': 115.6920547339345, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1596,"{'altitude': 32609.15055302011, 'time_at_altitude': 316.5629742907934, 'prebreathing_time': 92.51535408054018, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1597,"{'altitude': 39453.32281556745, 'time_at_altitude': 112.04888189694454, 'prebreathing_time': 153.46787168471636, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1598,"{'altitude': 34711.9048680219, 'time_at_altitude': 47.441634356882346, 'prebreathing_time': 184.16574788860555, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1599,"{'altitude': 36457.22608696996, 'time_at_altitude': 257.67089857216047, 'prebreathing_time': 238.69731445568377, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1600,"{'altitude': 34896.55091162213, 'time_at_altitude': 8.926475150466763, 'prebreathing_time': 133.24538694064205, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1601,"{'altitude': 34185.96343500638, 'time_at_altitude': 250.37241455598956, 'prebreathing_time': 37.36696628961414, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1602,"{'altitude': 35363.883688917165, 'time_at_altitude': 54.46849991875505, 'prebreathing_time': 90.25629665993235, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1603,"{'altitude': 39684.07751333746, 'time_at_altitude': 39.48186702999655, 'prebreathing_time': 6.6417130074464925, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1604,"{'altitude': 36218.92068517884, 'time_at_altitude': 60.13801193636153, 'prebreathing_time': 63.31169891298381, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1605,"{'altitude': 33751.04475503443, 'time_at_altitude': 187.47418767836334, 'prebreathing_time': 220.87733741997246, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1606,"{'altitude': 35068.200404901814, 'time_at_altitude': 80.21234771898791, 'prebreathing_time': 113.88183534001672, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1607,"{'altitude': 37601.39106832778, 'time_at_altitude': 327.48385817002423, 'prebreathing_time': 199.86112871159247, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1608,"{'altitude': 38531.66123877895, 'time_at_altitude': 317.78830933870364, 'prebreathing_time': 22.931436269021308, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1609,"{'altitude': 32532.025996761135, 'time_at_altitude': 71.98936331760109, 'prebreathing_time': 140.81816210944314, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1610,"{'altitude': 32525.82353781807, 'time_at_altitude': 326.0159512029421, 'prebreathing_time': 20.431915331845396, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1611,"{'altitude': 35060.40668451009, 'time_at_altitude': 339.3261520520122, 'prebreathing_time': 132.9681686033893, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1612,"{'altitude': 33103.17778059066, 'time_at_altitude': 127.59181749627467, 'prebreathing_time': 64.72333506731134, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1613,"{'altitude': 37176.10194892893, 'time_at_altitude': 198.86079672241564, 'prebreathing_time': 168.44403008848474, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1614,"{'altitude': 39649.57806037435, 'time_at_altitude': 215.6547978915528, 'prebreathing_time': 131.9698521273045, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1615,"{'altitude': 35379.6615656065, 'time_at_altitude': 328.90795752263307, 'prebreathing_time': 191.3576804940315, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1616,"{'altitude': 39183.229468923375, 'time_at_altitude': 239.08808957410153, 'prebreathing_time': 162.07483000268107, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1617,"{'altitude': 39751.61204035016, 'time_at_altitude': 37.51432753569366, 'prebreathing_time': 65.37968778032655, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1618,"{'altitude': 33068.208415208086, 'time_at_altitude': 238.62700285536116, 'prebreathing_time': 28.618317335181178, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1619,"{'altitude': 38188.396831155995, 'time_at_altitude': 106.93687416740465, 'prebreathing_time': 210.1453923743582, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1620,"{'altitude': 39415.468943339736, 'time_at_altitude': 5.6682952232157415, 'prebreathing_time': 89.58758990200269, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1621,"{'altitude': 37501.752465489575, 'time_at_altitude': 159.78630159023837, 'prebreathing_time': 124.81862781020685, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1622,"{'altitude': 37291.22549101291, 'time_at_altitude': 263.77240046101457, 'prebreathing_time': 222.50381153373058, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
1623,"{'altitude': 36808.549603935, 'time_at_altitude': 209.3138212346173, 'prebreathing_time': 176.0010817294714, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
